,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
2421,Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22
2422,Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22
2423,Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22
2424,Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22
2427,Toyota,Celica,2003,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25
2428,Toyota,Celica,2003,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,29,20
2429,Toyota,Celica,2003,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,27,20
2430,Toyota,Celica,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23
2431,Toyota,Celica,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23
2432,Toyota,Celica,2004,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22
2433,Toyota,Celica,2004,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22
2434,Toyota,Celica,2004,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21
2435,Toyota,Celica,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25
2436,Toyota,Celica,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23
2437,Toyota,Celica,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25
2438,Toyota,Celica,2004,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21
2439,Toyota,Celica,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23
2440,Toyota,Celica,2005,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,30,21
2441,Toyota,Celica,2005,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,22
2442,Toyota,Celica,2005,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25
2446,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15
2447,Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2448,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15
2449,Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2450,Dodge,Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19
2451,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15
2452,Dodge,Challenger,2015,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,22,13
2453,Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2454,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15
2455,Dodge,Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19
2456,Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2457,Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2458,Dodge,Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19
2459,Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2460,Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2461,Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2462,Dodge,Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19
2463,Dodge,Challenger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13
2464,Dodge,Challenger,2016,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2465,Dodge,Challenger,2016,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2466,Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2467,Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2468,Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2469,Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2470,Dodge,Challenger,2017,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,21,13
2471,Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2472,Dodge,Challenger,2017,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19
2473,Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2474,Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2475,Dodge,Challenger,2017,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19
2476,Dodge,Challenger,2017,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14
2477,Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2478,Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Large,Coupe,23,15
2479,Dodge,Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15
2480,Dodge,Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15
2481,Dodge,Charger,2015,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13
2482,Dodge,Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16
2484,Dodge,Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16
2489,Dodge,Charger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13
2490,Dodge,Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19
2491,Dodge,Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15
2492,Dodge,Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15
2493,Dodge,Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16
2495,Dodge,Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16
2498,Dodge,Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16
2499,Dodge,Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15
2500,Dodge,Charger,2017,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,22,13
2502,Dodge,Charger,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19
2503,Dodge,Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16
2504,Dodge,Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15
2506,Dodge,Charger,2017,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,15
2528,Honda,Civic CRX,1990,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36
2529,Honda,Civic CRX,1990,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,24
2530,Honda,Civic CRX,1990,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,27
2531,Honda,Civic CRX,1991,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,24
2532,Honda,Civic CRX,1991,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27
2533,Honda,Civic CRX,1991,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36
2536,Honda,Civic del Sol,1995,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23
2538,Honda,Civic del Sol,1996,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23
2540,Honda,Civic del Sol,1997,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,27,23
2546,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22
2547,Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44
2548,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22
2550,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22
2552,Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44
2553,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22
2555,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22
2557,Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44
2558,Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44
2564,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22
2567,Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22
2586,Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,39,30
2587,Honda,Civic,2017,premium unleaded (recommended),180.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,39,30
2588,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,40,31
2589,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,40,31
2590,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,31
2591,Honda,Civic,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,36,30
2592,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32
2593,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31
2594,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32
2595,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31
2596,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32
2597,Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,42,31
2601,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31
2602,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32
2603,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32
2609,Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32
2610,Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,41,30
2675,Mercedes-Benz,CL-Class,2012,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12
2676,Mercedes-Benz,CL-Class,2012,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,18,12
2677,Mercedes-Benz,CL-Class,2012,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,24,15
2678,Mercedes-Benz,CL-Class,2012,premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15
2679,Mercedes-Benz,CL-Class,2013,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12
2680,Mercedes-Benz,CL-Class,2013,premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15
2681,Mercedes-Benz,CL-Class,2013,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,24,15
2682,Mercedes-Benz,CL-Class,2013,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,18,12
2683,Mercedes-Benz,CL-Class,2014,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12
2684,Mercedes-Benz,CL-Class,2014,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,24,15
2685,Mercedes-Benz,CL-Class,2014,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,18,12
2686,Mercedes-Benz,CL-Class,2014,premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15
2687,Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26
2688,Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,32,24
2689,Mercedes-Benz,CLA-Class,2015,premium unleaded (required),355.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23
2690,Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26
2691,Mercedes-Benz,CLA-Class,2016,premium unleaded (required),375.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23
2692,Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,33,24
2693,Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26
2694,Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,23
2695,Mercedes-Benz,CLA-Class,2017,premium unleaded (required),375.0,4.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,30,23
2696,Acura,CL,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17
2697,Acura,CL,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17
2698,Acura,CL,2002,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17
2699,Acura,CL,2002,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17
2700,Acura,CL,2003,premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17
2701,Acura,CL,2003,premium unleaded (required),260.0,6.0,AUTOMATIC,front wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,27,17
2702,Acura,CL,2003,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17
2703,Acura,CL,2003,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17
2704,Acura,CL,2003,premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17
2707,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,17
2708,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,12
2709,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,25,17
2710,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,22,15
2711,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,22,15
2712,Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,25,17
2713,Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,22,15
2714,Mercedes-Benz,CLK-Class,2008,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,12
2715,Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,21,15
2716,Mercedes-Benz,CLK-Class,2008,premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,12
2717,Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,17
2718,Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,25,17
2719,Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,21,15
2720,Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,22,15
2721,Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,17
2722,Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,26,17
2723,Mercedes-Benz,CLS-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16
2724,Mercedes-Benz,CLS-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20
2725,Mercedes-Benz,CLS-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20
2726,Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17
2727,Mercedes-Benz,CLS-Class,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20
2728,Mercedes-Benz,CLS-Class,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19
2729,Mercedes-Benz,CLS-Class,2016,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16
2730,Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17
2731,Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,26,17
2732,Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,26,18
2733,Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17
2734,Mercedes-Benz,CLS-Class,2017,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16
2737,Chevrolet,Cobalt,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22
2744,Chevrolet,Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22
2746,Chevrolet,Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,30,22
2751,Chevrolet,Cobalt,2010,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,30,22
2757,Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Crew Cab Pickup,20,14
2771,Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Extended Cab Pickup,20,14
2792,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17
2793,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17
2794,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17
2795,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17
2797,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17
2801,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18
2802,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18
2803,Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,27,20
